date,F_Quality,long_ret,short_ret,n_long,n_short,beta_long,beta_short
2012-08-31,0.006642653726350877,0.025161940735041632,0.022732086919328154,181,181,1.0306417309071034,1.2791528775069927
2012-10-31,0.01669729126551004,0.020849285049685085,0.005136720627370472,181,181,0.9984066403088484,1.2273339713524902
2012-11-30,-0.012943395596932493,0.014186302609461743,0.0336410343932152,181,181,0.9902711534775093,1.2336700070007443
2012-12-31,-0.0038739279314361566,0.06540977981194018,0.0736039971045277,183,183,1.0917561518511274,1.153914140978749
2013-01-31,0.002757954524010486,0.01228381228984432,0.009617333575413278,182,182,1.0924107053641212,1.1332203443116762
2013-02-28,-0.005132581477736972,0.038360175534220664,0.04596527824670549,182,182,1.080760928001944,1.1314180508786518
2013-04-30,-0.013115533501770447,0.018364033869731733,0.037240506771127446,183,183,1.0157575414749822,1.1938093776480962
2013-05-31,-0.010057074145065228,-0.01766661365600186,-0.008939069738187921,183,183,1.0089991068926687,1.1995573356677411
2013-07-31,-0.007192064176208553,-0.026332098190065434,-0.020853105899836022,184,184,1.0137920238418772,1.110282500236639
2013-09-30,-0.0035402758779150556,0.04304350824377745,0.050804708866587944,185,185,1.002074363885617,1.092699373647422
2013-10-31,0.0019233316212808708,0.024548953876802226,0.024715774024311132,185,185,1.015094005220018,1.110292854162917
2013-12-31,-0.014993253617140727,-0.029643028146502992,-0.014454639740328568,185,185,1.0627708291439821,1.1206052845541854
2014-01-31,0.005701387984159319,0.05706806772407402,0.0539245280057159,186,186,1.0672536257101695,1.128824829666219
2014-02-28,0.001681950640683394,0.0004508948927697265,-0.0014152460608090056,186,186,1.0653502510018018,1.1243584100728663
2014-03-31,0.010779247439122714,-0.0010250673890591644,-0.013738166366842441,186,186,1.0275207195358353,1.166539007808208
2014-04-30,0.005203611102439873,0.024180469976523344,0.020861393353388324,186,186,1.0374888353765965,1.1523647334624076
2014-06-30,0.009608588846598497,-0.017268081579360328,-0.027535153222602915,187,187,1.0938005384154494,1.084239594382371
2014-07-31,-0.0013721785348451629,0.0459328489694073,0.046683216869566335,187,187,1.083118264212589,1.066310105160837
2014-09-30,0.010816993628227162,0.0447375151078806,0.033725347269077055,188,188,1.0411988926830604,1.0489896077044636
2014-10-31,0.00760812160225012,0.03044792200010349,0.02279257884630259,188,188,1.03702185949595,1.0477995621750447
2014-12-31,0.026377767866364324,-0.0038760948703039366,-0.03248917622633285,189,189,1.0673439680287076,1.0826368912275905
2015-03-31,-0.01093143239590966,-0.0026188052462926548,0.009050110789896815,188,188,1.011377350514846,1.0848736949416855
2015-04-30,0.0059636490513612925,0.011921454143353216,0.00646392968255638,189,189,0.9938477025958121,1.0716768323880814
2015-06-30,0.037791572416841196,0.01653945729126982,-0.022105933351090012,189,189,0.9904230934345389,1.0480626640784307
2015-07-31,-0.004971279660095591,-0.052812165430321634,-0.051479873949622945,189,189,0.9814583648763902,1.0540814921863626
2015-08-31,0.024082186627058886,-0.029501143767387106,-0.05627738292377327,189,189,0.9727692588878675,1.0343366227191195
2015-09-30,0.004901778642612556,0.06793862158782504,0.06850582499287627,189,189,0.9759589652016998,1.0586526112833647
2015-11-30,0.002417638219133853,-0.0272331133420739,-0.03242051933582346,189,189,0.9666186641195915,1.059798061488625
2015-12-31,0.15338944909584568,0.08098173750202586,-0.07266067843874846,189,189,0.971225265284051,1.0378844737392914
2016-02-29,-0.02027997452381393,0.07476759827346191,0.10347424825182272,188,188,0.9933520165614218,1.0829562007855853
2016-03-31,-0.029265492963052704,-0.0048975219240529055,0.027121711487623434,190,190,0.9663093633603468,1.1208607501142742
2016-05-31,0.012124982113884976,0.0033527648878568517,-0.009909872067346503,190,190,0.9824406966493877,1.1374585679117943
2016-06-30,0.007961530137216719,0.05237234530520407,0.05171655230234817,190,190,1.0003615795825582,1.1650001350590107
2016-08-31,-0.0030965173174632788,-0.0014531983906120871,0.0020542765330184842,190,190,1.0221160133271885,1.2266076907080805
2016-09-30,-0.003696021720075042,-0.03364631645460736,-0.035187965923738296,190,190,1.043874691989824,1.2331026986172027
2016-10-31,-0.0030682422162226705,0.03969205873241943,0.049202887023773956,190,190,1.0686487034830867,1.223631865183355
2016-11-30,4.382734106681604e-05,0.008325502133785578,0.00958275951382559,191,191,1.0656408181229318,1.233485800026997
2017-01-31,0.007604908060483105,0.03450681306450987,0.02948095512995308,190,190,1.1510045139310152,1.3175946369609473
2017-02-28,0.015131058637458339,0.004567636490540483,-0.014434402931555512,191,191,1.1563371903934474,1.2909796975611125
2017-03-31,0.0184416600419367,0.015576085283454999,-0.0047713565393155966,190,190,1.0665802401679805,1.2432216814963293
2017-05-31,-0.002792901727805025,0.007468128807818664,0.012499463928190346,189,189,1.0525782635442362,1.2641064763738301
2017-06-30,-0.04309838434118977,0.0241582254354904,0.07999286406188277,188,188,1.0860681339563718,1.2242157043196094
2017-07-31,0.032646943335883694,0.009600558558430894,-0.028710473047602436,188,188,1.0840228246911927,1.2068027865950475
2017-08-31,-0.009380550779299484,0.03075514472768548,0.04463692565434463,188,188,1.0698833918202522,1.1707490424565554
2017-10-31,0.016406784775095454,0.05141249315394547,0.040136770046868664,189,189,1.0246494063128817,1.1885717717538105
2017-11-30,0.0026001615928087935,0.009804648564310181,0.008062696438297046,190,190,1.0415262556665,1.1833292237350546
2018-01-31,0.027920258290428854,-0.01786832894994428,-0.051278964958377804,187,187,1.0746504997678419,1.1511110592973108
2018-02-28,-0.0004203729955678751,-0.009689387209528166,-0.009766327197462399,190,190,0.9789321549472534,1.03047047921095
2018-04-30,0.020979852628804287,0.03578112170980874,0.015269422516901665,191,191,0.9712774816939733,0.9628004337250944
2018-05-31,-0.000825708139249013,0.011704047366488446,0.012193174358509529,191,191,0.9688781583324211,0.9447893128815232
2018-07-31,0.014923038499984224,0.03008970490001328,0.014992019204842943,190,190,0.9689329187358955,0.9293665495825925
2018-08-31,-0.009262988477757075,-0.00397012402037511,0.004747407719394747,190,190,0.95780895019644,0.927593619060842
2018-10-31,0.020930116458590133,0.029984814788841074,0.009812076229767763,190,190,0.9610879474209759,0.9555316604007992
2018-11-30,0.059156020969986206,-0.0855951896107946,-0.14096427131609324,189,189,0.962732864931092,0.9520458804758818
2018-12-31,-0.01300116025050782,0.10794785004391039,0.11670322566358249,190,190,0.9819816065373951,0.9493489467154801
2019-01-31,0.008907177470307552,0.04806030262846073,0.03744794159357201,190,190,0.9927626749380274,0.9479654240324581
2019-02-28,0.019180756810343362,0.013258043137478914,-0.005715122113468696,190,190,0.9977698863365418,0.9698021218522739
2019-04-30,0.032892818665728574,-0.062179622841673554,-0.0975000736086562,190,190,0.9806962581349724,1.0125000184396526
2019-05-31,-0.023955354502890797,0.06518414980495546,0.09400092566070728,189,189,0.9838066595047886,1.041995300488566
2019-07-31,0.038796164496333566,-0.02908934428291532,-0.06952960149917953,190,190,0.9872214660478185,1.018569061900462
2019-09-30,0.021751327542292084,0.028405006371373,0.006603905731865645,189,189,1.0107385122405306,1.0396753704348458
2019-10-31,-0.021288386536460403,0.03720871977350426,0.06261446761221334,189,189,1.0105898813674692,1.077568153444237
2019-12-31,0.013519896936166235,-0.012533794758559424,-0.02835304339383027,188,188,1.0675185643605312,1.122405951079348
2020-01-31,0.024663290801104923,-0.07105296481836909,-0.10397420421835368,187,187,1.0732663444665973,1.1442606768586474
2020-03-31,0.005973088670655657,0.15399324887286991,0.16100229127587395,188,188,1.0362893765002008,1.1288303478365078
2020-04-30,0.04166095420897355,0.08191783768098393,0.04483473393901516,188,188,1.0173701211499995,1.1538020397143276
2020-06-30,0.03315530163254411,0.056530907739997804,0.027817402435061034,188,188,1.026232811176768,1.2684316272194138
2020-07-31,-0.021439096254964117,0.04113956478414016,0.0772268901285178,188,188,1.0384979716818656,1.2649034756332542
2020-08-31,-0.00034891231828830527,-0.0256623116688226,-0.0303777457247143,188,188,1.0435702533744022,1.2531055715900872
2020-09-30,-0.012302535259573687,-0.008558638460604784,0.0047190738297178125,188,188,1.0335294343806394,1.1734455118497795
2020-11-30,-0.009752620928534267,0.040956192943319536,0.05653632100217165,187,187,1.0426675484312842,1.153030082610071
2020-12-31,-0.013664335238135355,0.005535068138728949,0.02273962719580158,187,187,1.0573714143328348,1.203213527513816
2021-03-31,0.010249635385827835,0.04741960865189987,0.044265680013818365,187,187,1.0461333081140256,1.2618918767078675
2021-04-30,-0.0021046757396364635,0.016410876745649228,0.022913235691916167,186,186,0.9891824021775298,1.2256331096250057
2021-06-30,0.03176916471098906,0.019650453594666217,-0.010874397301183114,187,187,0.9547447071126032,0.9720330189629924
2021-08-31,-0.026663385380388496,-0.04495800216425361,-0.01896493851678116,185,185,0.9834439964396053,0.9954579042412721
2021-09-30,0.02562631129102417,0.0717617904017338,0.048387964746115175,186,186,1.010809438582624,1.066564327199174
2021-11-30,0.01084391912056571,0.05631437226638525,0.04832834029473232,185,185,1.0081759882874333,1.0736347905008579
2021-12-31,-0.017751426254035897,-0.058913609532189826,-0.04328001160504691,185,185,1.0188633034657042,1.0800709387795115
2022-01-31,-0.0033195042368285655,-0.0034104165362633942,0.00010220925065707043,186,186,1.0574289511168171,1.0837885394391988
2022-02-28,0.02399173494809659,0.04273094363074259,0.018336506353803017,186,186,1.0407580990574758,1.0744603442712028
2022-03-31,0.017353861519982194,-0.06231738696821365,-0.08837406357921296,185,185,0.9750220935585283,1.0874441290497523
2022-05-31,0.007536697422911118,-0.09419443013786777,-0.1164181225894434,186,186,0.9618556767047766,1.1038388034184021
2022-06-30,0.00370419822728911,0.0889598146902959,0.09415798305476875,187,187,0.9925421447489663,1.0958280247461756
2022-08-31,-0.0026897597109337423,-0.0990681553524857,-0.10809646025301156,187,187,0.9684946216276985,1.0852937509909846
2022-09-30,0.0020894284382717704,0.0982203241129671,0.10926465637449367,187,187,0.9713267113049903,1.1033453533085558
2022-10-31,0.018835298795118208,0.06885442347476389,0.05821177097171848,186,186,0.9684474539256727,1.1138357051302175
2022-11-30,-0.00781904726437821,-0.060807528400605104,-0.06163313130013748,186,186,0.9732056858283342,1.12751848398017
2023-01-31,0.004921544552694043,-0.027302411832333617,-0.03395278085609832,186,186,1.0176988127288056,1.0694078979512138
2023-02-28,0.05085395902858345,0.015400212997206397,-0.03772316767415229,186,186,1.0204587589409235,1.054824723359645
2023-03-31,0.020075265792674664,0.0035603768828509352,-0.018015989685325362,186,186,0.972445268508803,1.0975987262914155
2023-05-31,-0.009440811162842538,0.07250895794182921,0.09459814583913295,186,186,0.9810805589621963,1.1349772748769174
2023-06-30,-0.0011769106355386597,0.03975996776290791,0.04396356822360947,186,186,1.0355783608768723,1.1110079947318003
2023-07-31,0.02335879150818354,-0.016166714431846474,-0.042960292293218405,185,185,1.041703818085928,1.1049945633934328
2023-08-31,0.01161163326525147,-0.0385693703248452,-0.05293411430168482,185,185,1.0427953502342517,1.0892207117165504
2023-10-31,-0.03096770289790296,0.09484970370906387,0.1386484583338452,184,184,1.0259721710555336,1.123420820435988
2023-11-30,-0.03552652552488389,0.0591865655487438,0.10787041659757057,184,184,1.0065402515484458,1.1435611048716499
2024-01-31,0.030970682708020527,0.06099880722852391,0.03168802083601907,184,184,1.0386058379650356,1.1414685357533343
2024-02-29,-0.018439675894327892,0.03881205574945068,0.06283284597192762,185,185,1.0283147539918183,1.1183597151388092
2024-04-30,-0.005278728364622197,0.030290187083465536,0.04170238333478893,184,184,0.9343261432258798,1.106222258466289
2024-05-31,0.02873101750814198,0.0028262776843444026,-0.02808065772359558,183,183,0.943528823537297,1.0911218306719688
2024-07-31,0.036955151891516554,0.03160670580531377,-0.001723252707107048,182,182,0.8982987888681127,0.9735440809994754
2024-09-30,0.0024358622520273265,-0.014441843853919556,-0.018621655657113045,180,180,0.9126437261804348,1.019803214478075
2024-10-31,0.02043965289807584,0.07528788569698741,0.06609947075647926,179,179,0.8795135743291582,1.0143855319941082
2024-12-31,0.017667499533163218,0.06177229527229766,0.04575140945341194,174,174,0.8993184015994222,0.8967277051508193
2025-01-31,0.011012996245119394,-0.024290483942759566,-0.03300079134833689,172,172,0.8843713673117071,0.8576227262425689
2025-02-28,-0.002080909675894707,-0.054739164982998245,-0.053186342081984694,170,170,0.8666939462041026,0.8707983740206636
2025-03-31,0.034309474217977295,-0.012329269725469993,-0.04600501796866174,168,168,0.8552095593074818,0.9441547945814225
2025-04-30,-0.20056223255907976,0.05574361742511713,0.26611602932644596,178,178,0.9099028518052674,1.0163869988350855
2025-06-30,0.0025277531858005336,0.01014349381030577,0.008289662932147168,177,177,0.9286467573471644,0.9874379036809563
2025-07-31,0.0005795265928162409,0.02937619322148466,0.030507250740032577,177,177,0.9571841033418264,1.0131698952026338
2025-09-30,0.02731534287597781,0.0014329840602005373,-0.027500228609351085,175,175,0.9513636854808069,1.0655244781961413
2025-10-31,0.004796047056528878,0.016654034641533144,0.013729610277033233,175,175,0.9417709929269814,1.0653271232077937
2025-12-31,-0.008738054866608704,0.03578046074378105,0.04720674296588956,174,174,0.9456525809115477,1.0135673083949386
